job_id;job_title;salary_usd;salary_currency;salary_local;experience_level;employment_type;company_location;company_size;employee_residence;remote_ratio;required_skills;education_required;years_experience;industry;posting_date;application_deadline;job_description_length;benefits_score;company_name;Exchange_rate.Rate_to_usd;Salary_USD_cONVERT;High salary flag
AI02544;AI Software Engineer;85101;USD;85101;EN;FT;Denmark;Kiçik;Ireland;0;NLP, Deep Learning, Git, Azure, R;Əsas ali təhsil;1;Healthcare;27.04.2025;12.05.2025;1077;74;Quantum Computing Inc;1;85101;0
AI02548;AI Specialist;59469;USD;59469;EN;CT;United States;Kiçik;United States;0;R, Mathematics, Data Visualization, Deep Learning;Magistr;1;Transportation;5.09.2024;6.10.2024;1302;51;Digital Transformation LLC;1;59469;0
AI02624;Research Scientist;54769;USD;54769;EN;FL;South Korea;Kiçik;South Korea;0;Python, Scala, Java;Bakalavr;1;Consulting;10.12.2024;10.02.2025;1118;79;TechCorp Inc;1;54769;0
AI02749;Data Analyst;44658;USD;44658;EN;FL;Finland;Kiçik;Finland;0;AWS, PyTorch, Tableau;Bakalavr;1;Energy;26.08.2024;14.10.2024;1578;93;Smart Analytics;1;44658;0
AI03065;Data Analyst;53532;USD;53532;EN;PT;Sweden;Kiçik;Brazil;0;Kubernetes, Statistics, Tableau, Mathematics, Java;Bakalavr;1;Energy;4.03.2025;17.04.2025;1479;84;Algorithmic Solutions;1;53532;0
AI03100;Research Scientist;46243;USD;46243;EN;FT;Sweden;Kiçik;Sweden;0;Hadoop, TensorFlow, Git;Bakalavr;1;Real Estate;9.02.2025;13.04.2025;1897;86;Quantum Computing Inc;1;46243;0
AI03244;Machine Learning Engineer;61082;USD;61082;EN;FT;Ireland;Kiçik;Ireland;0;MLOps, Data Visualization, PyTorch, Kubernetes, Python;PhD;1;Government;19.10.2024;13.12.2024;1334;69;DataVision Ltd;1;61082;0
AI03543;Computer Vision Engineer;66189;USD;66189;EN;CT;Ireland;Kiçik;Ireland;0;Scala, Kubernetes, Python;Əsas ali təhsil;1;Education;9.02.2024;3.03.2024;1274;75;Quantum Computing Inc;1;66189;0
AI03785;AI Specialist;23467;USD;23467;EN;FL;India;Kiçik;India;0;Azure, Linux, Computer Vision, AWS, Docker;Bakalavr;1;Education;22.03.2025;8.04.2025;1780;87;Predictive Systems;1;23467;0
AI03858;Data Analyst;33400;USD;33400;EN;PT;China;Kiçik;China;0;Statistics, Docker, PyTorch, AWS, Python;Əsas ali təhsil;1;Consulting;30.08.2024;12.10.2024;2143;92;DataVision Ltd;1;33400;0
AI03931;AI Product Manager;32706;USD;32706;EN;CT;China;Kiçik;Hungary;0;Hadoop, R, SQL;PhD;1;Manufacturing;7.03.2024;26.04.2024;1525;84;Smart Analytics;1;32706;0
AI03980;AI Specialist;17744;USD;17744;EN;FT;India;Kiçik;Kenya;0;AWS, Git, NLP;Magistr;1;Media;11.03.2025;9.04.2025;1086;78;DeepTech Ventures;1;17744;0
AI04189;Data Scientist;47064;USD;47064;EN;PT;Ireland;Kiçik;Ireland;0;Python, Linux, Computer Vision, Azure;Magistr;1;Technology;16.04.2024;26.05.2024;941;96;TechCorp Inc;1;47064;0
AI04227;Deep Learning Engineer;60046;USD;60046;EN;FT;United States;Kiçik;Australia;0;Git, Scala, NLP, SQL, Azure;Bakalavr;1;Transportation;27.04.2025;6.06.2025;992;79;Machine Intelligence Group;1;60046;0
AI04350;NLP Engineer;58336;USD;58336;EN;FL;Sweden;Kiçik;Sweden;0;TensorFlow, Java, R;Əsas ali təhsil;1;Consulting;27.02.2025;3.05.2025;1310;59;Digital Transformation LLC;1;58336;0
AI04441;Machine Learning Researcher;84175;USD;84175;EN;FL;Denmark;Kiçik;Chile;0;Azure, Mathematics, MLOps, Scala, Git;Bakalavr;1;Healthcare;17.02.2024;7.04.2024;2409;69;Smart Analytics;1;84175;0
AI04642;AI Software Engineer;65931;USD;65931;EN;CT;Denmark;Kiçik;Denmark;0;Kubernetes, PyTorch, Mathematics, Linux, Git;Magistr;1;Media;24.06.2024;13.08.2024;691;68;DataVision Ltd;1;65931;0
AI04702;Autonomous Systems Engineer;67934;USD;67934;EN;FL;Ireland;Kiçik;Ireland;0;SQL, Kubernetes, Python;Əsas ali təhsil;1;Transportation;5.08.2024;9.09.2024;946;74;Digital Transformation LLC;1;67934;0
AI04765;Autonomous Systems Engineer;64219;USD;64219;EN;FT;Ireland;Kiçik;Ireland;0;Linux, Spark, Tableau;PhD;1;Government;12.01.2024;18.02.2024;885;91;Predictive Systems;1;64219;0
AI04768;Computer Vision Engineer;24322;USD;24322;EN;PT;India;Kiçik;Canada;0;Azure, MLOps, Python;Əsas ali təhsil;1;Finance;12.07.2024;28.08.2024;631;10;Predictive Systems;1;24322;0
AI04956;Data Analyst;68427;USD;68427;EN;CT;Ireland;Kiçik;Ireland;0;AWS, Linux, SQL;Bakalavr;1;Retail;20.07.2024;11.09.2024;1893;64;Cognitive Computing;1;68427;0
AI04971;Research Scientist;44185;USD;44185;EN;FT;Israel;Kiçik;New Zealand;0;AWS, Scala, Mathematics, TensorFlow, Hadoop;Magistr;1;Technology;7.10.2024;1.12.2024;781;57;Future Systems;1;44185;0
AI05234;Research Scientist;78696;USD;78696;EN;PT;United States;Kiçik;Sweden;0;Azure, R, Git;Bakalavr;1;Government;4.10.2024;15.12.2024;898;66;Digital Transformation LLC;1;78696;0
AI05248;Machine Learning Researcher;60780;USD;60780;EN;FT;Sweden;Kiçik;Sweden;0;Azure, Tableau, Mathematics, Data Visualization, Python;PhD;1;Real Estate;30.01.2024;11.03.2024;546;7;AI Innovations;1;60780;0
AI05716;AI Software Engineer;77835;USD;77835;EN;FT;Norway;Kiçik;Norway;0;Azure, Python, GCP, TensorFlow;PhD;1;Technology;10.01.2024;11.03.2024;1316;58;Quantum Computing Inc;1;77835;0
AI05733;Data Scientist;65665;USD;65665;EN;CT;Israel;Kiçik;Israel;0;Python, Azure, Statistics;PhD;1;Government;29.10.2024;23.12.2024;1506;76;Autonomous Tech;1;65665;0
AI05803;Autonomous Systems Engineer;54920;USD;54920;EN;CT;South Korea;Kiçik;Norway;0;Data Visualization, Python, Docker, Java;PhD;1;Real Estate;28.03.2024;22.04.2024;510;9;DeepTech Ventures;1;54920;0
AI05968;AI Research Scientist;80202;USD;80202;EN;CT;Denmark;Kiçik;Denmark;0;Spark, SQL, R, Deep Learning;PhD;1;Government;15.01.2024;19.03.2024;1892;82;TechCorp Inc;1;80202;0
AI06040;AI Product Manager;27118;USD;27118;EN;FL;China;Kiçik;China;0;Data Visualization, Python, TensorFlow, Spark;PhD;1;Consulting;20.06.2024;19.08.2024;2259;84;Neural Networks Co;1;27118;0
AI06323;Machine Learning Engineer;66042;USD;66042;EN;FT;Israel;Kiçik;Israel;0;SQL, GCP, Linux, Tableau;Bakalavr;1;Healthcare;6.04.2025;9.05.2025;521;96;DataVision Ltd;1;66042;0
AI06389;Data Analyst;74974;USD;74974;EN;FT;Norway;Kiçik;Norway;0;SQL, Computer Vision, R, Hadoop;PhD;1;Healthcare;20.03.2024;27.05.2024;899;8;DeepTech Ventures;1;74974;0
AI06395;NLP Engineer;31256;USD;31256;EN;FL;China;Kiçik;Singapore;0;AWS, Docker, Linux, Kubernetes;PhD;1;Energy;18.04.2025;6.06.2025;1804;55;Future Systems;1;31256;0
AI06402;AI Consultant;49981;USD;49981;EN;PT;Finland;Kiçik;Thailand;0;Python, AWS, SQL, NLP;PhD;1;Energy;12.12.2024;17.02.2025;1018;92;DataVision Ltd;1;49981;0
AI06466;Robotics Engineer;51214;USD;51214;EN;FT;Finland;Kiçik;Finland;0;Azure, GCP, Java;Magistr;1;Retail;22.06.2024;6.07.2024;802;73;Quantum Computing Inc;1;51214;0
AI06496;AI Specialist;18247;USD;18247;EN;PT;India;Kiçik;India;0;Scala, Python, Computer Vision, Deep Learning, TensorFlow;Magistr;1;Gaming;9.10.2024;30.10.2024;1178;79;Algorithmic Solutions;1;18247;0
AI06507;Principal Data Scientist;47133;USD;47133;EN;FT;Sweden;Kiçik;Sweden;0;PyTorch, Data Visualization, Spark, NLP, Java;Əsas ali təhsil;1;Energy;14.03.2025;3.04.2025;533;51;Cognitive Computing;1;47133;0
AI06515;AI Architect;47417;USD;47417;EN;FL;Israel;Kiçik;Israel;0;Spark, Docker, Computer Vision;Bakalavr;1;Retail;14.02.2025;27.03.2025;1934;62;AI Innovations;1;47417;0
AI06546;Principal Data Scientist;67976;USD;67976;EN;FL;Israel;Kiçik;Hungary;0;Python, TensorFlow, Kubernetes;PhD;1;Automotive;9.07.2024;6.08.2024;1680;65;Future Systems;1;67976;0
AI07097;Head of AI;64214;USD;64214;EN;FL;Finland;Kiçik;Poland;0;Docker, Azure, Deep Learning;Bakalavr;1;Consulting;10.02.2025;6.04.2025;2117;59;DataVision Ltd;1;64214;0
AI07416;Data Analyst;87254;USD;87254;EN;FT;Norway;Kiçik;Brazil;0;Hadoop, Scala, Data Visualization, SQL;Əsas ali təhsil;1;Retail;12.08.2024;8.10.2024;992;68;Cloud AI Solutions;1;87254;0
AI07464;Machine Learning Engineer;58453;USD;58453;EN;FT;United States;Kiçik;Malaysia;0;Linux, Azure, Statistics;PhD;1;Gaming;25.01.2024;8.02.2024;524;94;TechCorp Inc;1;58453;0
AI07601;ML Ops Engineer;73310;USD;73310;EN;FT;Norway;Kiçik;Brazil;0;SQL, Statistics, MLOps, R;Əsas ali təhsil;1;Retail;26.04.2024;31.05.2024;530;10;Machine Intelligence Group;1;73310;0
AI07784;NLP Engineer;64614;USD;64614;EN;CT;Finland;Kiçik;Finland;0;Git, R, Spark, Data Visualization;Magistr;1;Telecommunications;29.11.2024;5.01.2025;1789;61;Cognitive Computing;1;64614;0
AI07951;AI Product Manager;23228;USD;23228;EN;PT;India;Kiçik;India;0;MLOps, Hadoop, R, TensorFlow, Tableau;Əsas ali təhsil;1;Technology;1.03.2024;2.04.2024;1213;75;DataVision Ltd;1;23228;0
AI08651;Principal Data Scientist;19877;USD;19877;EN;FL;India;Kiçik;India;0;R, Python, Computer Vision;PhD;1;Government;25.10.2024;23.12.2024;1853;67;Machine Intelligence Group;1;19877;0
AI08684;ML Ops Engineer;22389;USD;22389;EN;FL;India;Kiçik;Luxembourg;0;Mathematics, Tableau, GCP;Bakalavr;1;Manufacturing;17.10.2024;1.11.2024;2404;96;Quantum Computing Inc;1;22389;0
AI08730;Data Scientist;92399;USD;92399;EN;FT;Denmark;Kiçik;Germany;0;Spark, Python, MLOps;PhD;1;Education;24.04.2025;25.06.2025;1223;58;TechCorp Inc;1;92399;0
AI08760;Autonomous Systems Engineer;52301;USD;52301;EN;PT;Sweden;Kiçik;Sweden;0;Hadoop, Python, Kubernetes, Computer Vision, TensorFlow;Magistr;1;Telecommunications;4.04.2025;23.04.2025;1291;74;Cloud AI Solutions;1;52301;0
AI09167;AI Research Scientist;63119;USD;63119;EN;FT;Norway;Kiçik;Norway;0;Docker, MLOps, Scala, Computer Vision, Azure;Əsas ali təhsil;1;Finance;17.04.2024;28.05.2024;1624;91;Algorithmic Solutions;1;63119;0
AI09308;AI Consultant;39308;USD;39308;EN;PT;South Korea;Kiçik;Poland;0;Kubernetes, Git, Deep Learning, TensorFlow, Spark;Əsas ali təhsil;1;Transportation;6.05.2024;20.06.2024;1885;76;Predictive Systems;1;39308;0
AI09638;ML Ops Engineer;52959;USD;52959;EN;FL;Finland;Kiçik;Finland;0;Java, MLOps, Python, Linux;Əsas ali təhsil;1;Telecommunications;7.11.2024;23.11.2024;2153;96;DataVision Ltd;1;52959;0
AI09639;Principal Data Scientist;44848;USD;44848;EN;PT;South Korea;Kiçik;South Korea;0;Python, TensorFlow, Deep Learning, Linux, Computer Vision;Bakalavr;1;Real Estate;10.03.2025;20.05.2025;615;88;Future Systems;1;44848;0
AI09660;Machine Learning Researcher;65086;USD;65086;EN;FL;United States;Kiçik;United States;0;Python, Linux, Tableau;PhD;1;Technology;4.10.2024;23.11.2024;2294;66;Predictive Systems;1;65086;0
AI09682;AI Specialist;49538;USD;49538;EN;CT;Finland;Kiçik;Finland;0;Linux, Computer Vision, Docker, SQL;Magistr;1;Finance;1.08.2024;10.09.2024;1675;82;Cognitive Computing;1;49538;0
AI09775;Machine Learning Researcher;59812;USD;59812;EN;FT;Israel;Kiçik;Hungary;0;Python, Kubernetes, TensorFlow;PhD;1;Transportation;2.10.2024;10.12.2024;2279;95;Machine Intelligence Group;1;59812;0
AI09901;NLP Engineer;65717;USD;65717;EN;PT;Finland;Kiçik;Finland;0;Data Visualization, Deep Learning, Spark, AWS;Magistr;1;Telecommunications;8.10.2024;6.11.2024;2155;85;Predictive Systems;1;65717;0
AI10008;Research Scientist;79816;USD;79816;EN;PT;Norway;Kiçik;Canada;0;Python, GCP, AWS;Bakalavr;1;Manufacturing;19.04.2024;25.06.2024;546;63;Cognitive Computing;1;79816;0
AI10263;AI Architect;67566;USD;67566;EN;FT;Sweden;Kiçik;Sweden;0;Kubernetes, Data Visualization, Git;Əsas ali təhsil;1;Telecommunications;21.10.2024;1.01.2025;1563;65;Cloud AI Solutions;1;67566;0
AI10555;NLP Engineer;48857;USD;48857;EN;FL;Sweden;Kiçik;Singapore;0;Scala, Java, Computer Vision, Python, TensorFlow;Bakalavr;1;Technology;17.01.2025;10.03.2025;2343;93;Neural Networks Co;1;48857;0
AI10656;Machine Learning Researcher;24496;USD;24496;EN;CT;China;Kiçik;Netherlands;0;Java, Computer Vision, Kubernetes;Əsas ali təhsil;1;Telecommunications;7.04.2024;16.06.2024;1991;98;Advanced Robotics;1;24496;0
AI10841;Robotics Engineer;61743;USD;61743;EN;CT;Ireland;Kiçik;Ireland;0;NLP, Azure, Spark, Deep Learning, GCP;PhD;1;Education;4.10.2024;10.12.2024;1963;65;Quantum Computing Inc;1;61743;0
AI11096;Autonomous Systems Engineer;52790;USD;52790;EN;PT;Finland;Kiçik;Finland;0;Kubernetes, R, Computer Vision, Java, Git;Əsas ali təhsil;1;Gaming;20.02.2024;6.04.2024;637;92;Quantum Computing Inc;1;52790;0
AI11161;Machine Learning Researcher;40630;USD;40630;EN;CT;South Korea;Kiçik;South Korea;0;Git, Kubernetes, Hadoop, Java;PhD;1;Gaming;28.02.2025;28.03.2025;692;92;TechCorp Inc;1;40630;0
AI11445;Computer Vision Engineer;22321;USD;22321;EN;FL;India;Kiçik;India;0;Deep Learning, Java, Statistics, Hadoop, Scala;PhD;1;Gaming;9.09.2024;1.11.2024;1646;92;TechCorp Inc;1;22321;0
AI11470;Research Scientist;76550;USD;76550;EN;FT;United States;Kiçik;France;0;SQL, Statistics, R;Əsas ali təhsil;1;Telecommunications;21.03.2024;1.05.2024;972;76;Neural Networks Co;1;76550;0
AI11572;Principal Data Scientist;54381;USD;54381;EN;FT;Israel;Kiçik;Israel;0;Spark, PyTorch, Azure, R, Scala;Əsas ali təhsil;1;Manufacturing;6.12.2024;22.12.2024;1312;51;DataVision Ltd;1;54381;0
AI11679;Head of AI;38105;USD;38105;EN;CT;South Korea;Kiçik;Italy;0;AWS, Python, Statistics, TensorFlow;Əsas ali təhsil;1;Real Estate;17.03.2025;3.04.2025;563;78;Cloud AI Solutions;1;38105;0
AI11700;Data Scientist;57666;USD;57666;EN;FT;United States;Kiçik;Germany;0;Python, TensorFlow, MLOps;Magistr;1;Telecommunications;12.02.2025;9.03.2025;664;64;AI Innovations;1;57666;0
AI11768;AI Consultant;62600;USD;62600;EN;FL;Norway;Kiçik;Norway;0;AWS, R, MLOps, SQL;Magistr;1;Education;29.03.2025;29.04.2025;851;8;TechCorp Inc;1;62600;0
AI12150;AI Product Manager;56555;USD;56555;EN;FT;South Korea;Kiçik;South Korea;0;TensorFlow, Java, Data Visualization;Əsas ali təhsil;1;Real Estate;30.12.2024;13.01.2025;2499;73;DeepTech Ventures;1;56555;0
AI12316;AI Product Manager;90866;USD;90866;EN;FL;Denmark;Kiçik;Denmark;0;Tableau, TensorFlow, Linux, Java;PhD;1;Education;4.09.2024;3.11.2024;2019;96;Neural Networks Co;1;90866;0
AI12317;Principal Data Scientist;38519;USD;38519;EN;CT;South Korea;Kiçik;South Korea;0;Tableau, AWS, SQL, Computer Vision;PhD;1;Healthcare;4.07.2024;2.09.2024;1845;53;DeepTech Ventures;1;38519;0
AI12346;ML Ops Engineer;92855;USD;92855;EN;FL;Norway;Kiçik;Ukraine;0;Python, Data Visualization, TensorFlow, Spark, Hadoop;Əsas ali təhsil;1;Education;1.08.2024;11.09.2024;1286;95;Future Systems;1;92855;0
AI12465;AI Product Manager;70180;USD;70180;EN;FL;Sweden;Kiçik;Sweden;0;Docker, R, Deep Learning, SQL;Magistr;1;Government;23.03.2024;12.05.2024;580;75;DeepTech Ventures;1;70180;0
AI12541;AI Architect;47136;USD;47136;EN;CT;Israel;Kiçik;Israel;0;PyTorch, SQL, Docker, AWS, Linux;PhD;1;Technology;6.05.2024;21.06.2024;721;9;Quantum Computing Inc;1;47136;0
AI12714;Autonomous Systems Engineer;70247;USD;70247;EN;PT;Ireland;Kiçik;Ireland;0;Spark, Tableau, Azure;Əsas ali təhsil;1;Gaming;10.02.2025;16.04.2025;2099;73;Cloud AI Solutions;1;70247;0
AI12720;Machine Learning Engineer;53499;USD;53499;EN;PT;South Korea;Kiçik;South Korea;0;Data Visualization, AWS, Mathematics, Tableau, Deep Learning;Magistr;1;Energy;3.04.2025;8.05.2025;1026;58;Advanced Robotics;1;53499;0
AI12805;AI Software Engineer;64623;USD;64623;EN;PT;Israel;Kiçik;Israel;0;Kubernetes, GCP, Tableau;Magistr;1;Energy;21.06.2024;28.08.2024;1928;55;DeepTech Ventures;1;64623;0
AI12808;Robotics Engineer;72897;USD;72897;EN;CT;Norway;Kiçik;Norway;0;Spark, MLOps, Kubernetes, Linux, TensorFlow;Əsas ali təhsil;1;Telecommunications;7.06.2024;16.07.2024;2207;68;Neural Networks Co;1;72897;0
AI12833;AI Product Manager;23158;USD;23158;EN;FT;China;Kiçik;China;0;Git, NLP, SQL;Magistr;1;Government;17.03.2024;18.04.2024;1055;83;Digital Transformation LLC;1;23158;0
AI12917;AI Architect;61666;USD;61666;EN;FT;Israel;Kiçik;Israel;0;Hadoop, R, Mathematics;Əsas ali təhsil;1;Energy;31.08.2024;15.09.2024;2378;85;Cloud AI Solutions;1;61666;0
AI13390;AI Architect;90170;USD;90170;EN;FL;Denmark;Kiçik;Norway;0;R, Hadoop, Mathematics;PhD;1;Automotive;27.01.2025;18.02.2025;1589;79;Smart Analytics;1;90170;0
AI13520;Computer Vision Engineer;53483;USD;53483;EN;CT;South Korea;Kiçik;Thailand;0;Python, Deep Learning, SQL;Bakalavr;1;Gaming;20.04.2024;1.06.2024;1095;62;DataVision Ltd;1;53483;0
AI13565;AI Software Engineer;19994;USD;19994;EN;PT;India;Kiçik;India;0;Deep Learning, Mathematics, Scala;Əsas ali təhsil;1;Consulting;7.12.2024;7.01.2025;1936;62;AI Innovations;1;19994;0
AI13609;Research Scientist;26374;USD;26374;EN;CT;China;Kiçik;China;0;Kubernetes, Python, Scala, Deep Learning, Computer Vision;Əsas ali təhsil;1;Government;18.10.2024;24.11.2024;575;93;Digital Transformation LLC;1;26374;0
AI13769;NLP Engineer;58088;USD;58088;EN;FT;South Korea;Kiçik;South Korea;0;Hadoop, Computer Vision, Azure;Magistr;1;Transportation;26.06.2024;22.07.2024;1400;85;Machine Intelligence Group;1;58088;0
AI14030;Head of AI;53496;USD;53496;EN;FT;South Korea;Kiçik;Israel;0;Deep Learning, Python, Tableau;Magistr;1;Energy;3.11.2024;21.11.2024;1703;9;Cognitive Computing;1;53496;0
AI14046;Robotics Engineer;55846;USD;55846;EN;PT;Ireland;Kiçik;Ireland;0;Deep Learning, Data Visualization, Tableau, Mathematics;Əsas ali təhsil;1;Consulting;5.12.2024;12.01.2025;1994;68;TechCorp Inc;1;55846;0
AI14058;Principal Data Scientist;82475;USD;82475;EN;CT;Denmark;Kiçik;Netherlands;0;GCP, SQL, Spark, Java, Mathematics;Əsas ali təhsil;1;Retail;19.02.2025;24.03.2025;1099;94;Neural Networks Co;1;82475;0
AI14163;Deep Learning Engineer;84774;USD;84774;EN;FT;Norway;Kiçik;Spain;0;MLOps, Python, SQL, Statistics, Azure;PhD;1;Real Estate;25.07.2024;6.09.2024;1881;52;DataVision Ltd;1;84774;0
AI14459;Computer Vision Engineer;57340;USD;57340;EN;CT;Sweden;Kiçik;Sweden;0;PyTorch, Python, Mathematics;Əsas ali təhsil;1;Manufacturing;10.03.2025;22.04.2025;2221;65;TechCorp Inc;1;57340;0
AI14692;Computer Vision Engineer;71064;USD;71064;EN;FT;Ireland;Kiçik;Ireland;0;Docker, Python, TensorFlow, R;Magistr;1;Automotive;11.06.2024;15.08.2024;2497;57;Cloud AI Solutions;1;71064;0
AI14721;AI Architect;67388;USD;67388;EN;PT;Ireland;Kiçik;Ireland;0;MLOps, SQL, Linux, Git;Magistr;1;Media;11.04.2024;19.05.2024;835;56;Advanced Robotics;1;67388;0
AI00016;AI Product Manager;20520;USD;20520;EN;FT;India;Kiçik;India;0;Hadoop, Git, Computer Vision, Kubernetes, Data Visualization;Magistr;0;Gaming;22.08.2024;5.10.2024;2455;75;Predictive Systems;1;20520;0
AI00026;Principal Data Scientist;77985;USD;77985;EN;CT;Denmark;Kiçik;Denmark;0;SQL, TensorFlow, Computer Vision, Kubernetes;Əsas ali təhsil;0;Automotive;7.03.2025;3.04.2025;655;94;Neural Networks Co;1;77985;0
AI00268;AI Architect;63413;USD;63413;EN;PT;Denmark;Kiçik;Denmark;0;Tableau, Hadoop, Statistics, MLOps;Əsas ali təhsil;0;Gaming;11.06.2024;9.08.2024;2014;75;DataVision Ltd;1;63413;0
AI00349;AI Specialist;75609;USD;75609;EN;PT;Norway;Kiçik;Norway;0;AWS, Python, Git, Statistics;PhD;0;Government;19.09.2024;30.11.2024;2109;99;Algorithmic Solutions;1;75609;0
AI00491;Data Analyst;50920;USD;50920;EN;FL;Finland;Kiçik;Finland;0;Git, Scala, SQL;Magistr;0;Manufacturing;5.11.2024;13.12.2024;2039;86;Smart Analytics;1;50920;0
AI00961;Data Analyst;66422;USD;66422;EN;FT;United States;Kiçik;United States;0;Python, Hadoop, Kubernetes;Əsas ali təhsil;0;Retail;13.05.2024;18.07.2024;1765;54;Autonomous Tech;1;66422;0
AI01879;Head of AI;66045;USD;66045;EN;CT;Israel;Kiçik;Israel;0;Java, Docker, Computer Vision, Linux, PyTorch;Bakalavr;0;Energy;17.02.2024;11.03.2024;1759;98;Digital Transformation LLC;1;66045;0
AI01892;Head of AI;67828;USD;67828;EN;PT;Denmark;Kiçik;Denmark;0;PyTorch, Scala, TensorFlow;PhD;0;Government;23.04.2025;1.07.2025;2053;9;Cognitive Computing;1;67828;0
